id	name_en	name_zhHant	brand	group_en	group_zhHant	basePrice	tier	tierName	category_en	maxItemsPerBox	isStackable	containerClass	boxClass	hasTrueCollider	colX	colY	colZ	trueX	trueY	trueZ
300	Garlic Tray	蒜蓉拼盘	VegeBiz	Produce	農產品	2.75	49	300-305	Produce V	24	True	3	0	False	0.19	0.11682395	0.29	0.1	0.1	0.1
301	Mushroom Tray	蘑菇拼盘	VegeBiz	Produce	農產品	3.75	49	300-305	Produce V	24	True	3	0	False	0.19	0.11682395	0.29	0.1	0.1	0.1
302	Bell Pepper Tray	甜椒拼盘	VegeBiz	Produce	農產品	4.5	49	300-305	Produce V	24	True	3	0	False	0.19	0.12287551	0.29	0.1	0.1	0.1
303	Lettuce Tray	生菜拼盘	VegeBiz	Produce	農產品	3.25	49	300-305	Produce V	24	True	3	0	False	0.19	0.11682395	0.29	0.1	0.1	0.1
304	Coconut	椰子	VegeBiz	Produce	農產品	4	49	300-305	Produce V	21	False	3	0	False	0.16	0.16	0.19	0.1	0.1	0.1
305	Cauliflower	花椰菜	VegeBiz	Produce	農產品	3	49	300-305	Produce V	18	False	3	0	False	0.19	0.16	0.19	0.1	0.1	0.1
306	Peanuts	花生	Flexnuts	Sweets and Snacks	糖果和零食	1.99	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
307	Almonds	杏仁	Flexnuts	Sweets and Snacks	糖果和零食	2.99	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
308	Hazelnuts	榛子	Flexnuts	Sweets and Snacks	糖果和零食	2.99	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
309	Pistachios	开心果	Flexnuts	Sweets and Snacks	糖果和零食	3.55	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
310	Raisins	葡萄干	Flexnuts	Sweets and Snacks	糖果和零食	1.99	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
311	Cashew Nuts	腰果	Flexnuts	Sweets and Snacks	糖果和零食	2.79	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
312	Shelled Walnuts	去壳核桃	Flexnuts	Sweets and Snacks	糖果和零食	2.99	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
313	Coconut Chips	椰子片	Flexnuts	Sweets and Snacks	糖果和零食	2.49	50	306-313	Sweets And Snacks VII	50	False	0	0	False	0.15	0.22090116	0.07367562	0.1	0.1	0.1
314	Baking Powder	泡打粉	MasterCooker	Basic Products	基本產品s	8.99	51	314-321	Basic Products VII	30	False	0	0	False	0.122368105	0.17875935	0.08588551	0.1	0.1	0.1
315	Baking Soda	小苏打	MasterCooker	Basic Products	基本產品s	7.49	51	314-321	Basic Products VII	40	False	0	0	False	0.11668141	0.17013368	0.041935734	0.1	0.1	0.1
316	Cake Mix	蛋糕粉	MasterCooker	Basic Products	基本產品s	6.89	51	314-321	Basic Products VII	40	False	0	0	False	0.114142254	0.1616992	0.037945695	0.1	0.1	0.1
317	Cocoa Powder	可可粉	MasterCooker	Basic Products	基本產品s	3.49	51	314-321	Basic Products VII	40	False	0	0	False	0.10244921	0.14850388	0.10244923	0.1	0.1	0.1
318	Cornstarch	玉米淀粉	MasterCooker	Basic Products	基本產品s	3.49	51	314-321	Basic Products VII	50	False	0	0	False	0.08392666	0.13829207	0.08392668	0.1	0.1	0.1
319	Icing Tube	糖霜管	MasterCooker	Basic Products	基本產品s	4.99	51	314-321	Basic Products VII	70	False	0	0	False	0.036094185	0.12988973	0.036094185	0.1	0.1	0.1
320	Candy Sprinkles	糖粉	MasterCooker	Basic Products	基本產品s	2.99	51	314-321	Basic Products VII	50	True	0	0	False	0.10022812	0.12561865	0.100228116	0.1	0.1	0.1
321	Vanilla Extract	香草精	MasterCooker	Basic Products	基本產品s	9.99	51	314-321	Basic Products VII	40	False	0	0	False	0.056587942	0.13280514	0.05565752	0.1	0.1	0.1
322	Candy Bucket: Pumpkin	糖果桶：南瓜	SpookyCraft	Seasonal	季節性	9.99	52	322-326	Halloween I	30	False	0	0	False	0.19	0.3020751	0.19	0.1	0.1	0.1
323	Candy Bucket: Ghost	糖果桶：幽靈	SpookyCraft	Seasonal	季節性	9.99	52	322-326	Halloween I	30	False	0	0	False	0.19	0.3020751	0.19	0.1	0.1	0.1
324	Candy Bucket: Mummy	糖果桶：木乃伊	SpookyCraft	Seasonal	季節性	9.99	52	322-326	Halloween I	30	False	0	0	False	0.19	0.3020751	0.19	0.1	0.1	0.1
325	Candy Bucket: Skull	糖果桶：骷髏	SpookyCraft	Seasonal	季節性	9.99	52	322-326	Halloween I	30	False	0	0	False	0.19	0.3020751	0.19	0.1	0.1	0.1
326	Candy Bucket: Zombie	糖果桶：殭屍	SpookyCraft	Seasonal	季節性	9.99	52	322-326	Halloween I	30	False	0	0	False	0.19	0.3020751	0.19	0.1	0.1	0.1
327	Eggnog	蛋奶酒	Craftmas Industries	Seasonal	季節性	9.99	53	327-332	Christmas I	25	False	0	0	False	0.13031778	0.3188722	0.09065285	0.1	0.1	0.1
328	Mulled Wine	熱紅酒	Craftmas Industries	Seasonal	季節性	9.99	53	327-332	Christmas I	25	False	0	0	False	0.1326314	0.2933588	0.092262276	0.1	0.1	0.1
329	Santa Chocolate Jar	聖誕老人巧克力罐	Craftmas Industries	Seasonal	季節性	6.99	53	327-332	Christmas I	30	False	0	0	False	0.14436771	0.27013624	0.15322655	0.1	0.1	0.1
330	Snowman Chocolate Jar	雪人巧克力罐	Craftmas Industries	Seasonal	季節性	6.99	53	327-332	Christmas I	30	False	0	0	False	0.14433064	0.25995362	0.1496881	0.1	0.1	0.1
331	Gingerbread Cookies	薑餅	Craftmas Industries	Seasonal	季節性	3.49	53	327-332	Christmas I	50	True	0	0	False	0.12535967	0.15138113	0.08720385	0.1	0.1	0.1
332	Gingerbread House	薑餅屋	Craftmas Industries	Seasonal	季節性	18.99	53	327-332	Christmas I	10	False	0	0	False	0.3055992	0.3460197	0.22799537	0.1	0.1	0.1
333	Manufacturing Bag A	生產袋 A	Manufactured	Seasonal	季節性	9.99	54	333-338	None	1	False	0	0	False	0.16000004	0.2716789	0.09000003	0.1	0.1	0.1
334	Manufacturing Bag B	生產袋 B	Manufactured	Seasonal	季節性	9.99	54	333-338	None	1	False	0	0	False	0.13134047	0.18936999	0.0803614	0.1	0.1	0.1
335	Manufacturing Bag C	生產袋 C	Manufactured	Seasonal	季節性	9.99	54	333-338	None	1	False	0	0	False	0.101132005	0.14964515	0.0599957	0.1	0.1	0.1
336	Manufacturing Bag D	生產袋 D	Manufactured	Seasonal	季節性	9.99	54	333-338	None	1	False	0	0	False	0.16000004	0.2716789	0.09000003	0.1	0.1	0.1
337	Manufacturing Bag E	生產袋 E	Manufactured	Seasonal	季節性	9.99	54	333-338	None	1	False	0	0	False	0.13134047	0.18936999	0.0803614	0.1	0.1	0.1
338	Manufacturing Bag F	生產袋 F	Manufactured	Seasonal	季節性	9.99	54	333-338	None	1	False	0	0	False	0.101132005	0.14964515	0.0599957	0.1	0.1	0.1
